municipio,codigo,receita_corrente,divida_consolidada,pessoal_encargos,cap_pag_div,eq1_cap_pag_div
Prefeitura Municipal de Jerumenha - PI,2205300,12994190.19,156358,9179545.41,.040988874,2.8942251
Prefeitura Municipal de João Costa - PI,2205359,12936980.5,0,6153955.67,0,2.8928819
Prefeitura Municipal de Joaquim Pires - PI,2205409,37228168.45,7377034,16113517.09,.34937987,2.90433
Prefeitura Municipal de Joca Marques - PI,2205458,17157243.43,0,8487810.68,0,2.8928819
Prefeitura Municipal de José de Freitas - PI,2205508,82057564.38,1794194,54461900.87,.065017246,2.8950124
Prefeitura Municipal de Juazeiro do Piauí - PI,2205516,17318892.78,7903860,9790745.039999999,1.0499077,2.9272838
Prefeitura Municipal de Júlio Borges - PI,2205524,14102914.03,122515,9722138.630000001,.027966511,2.8937984
Prefeitura Municipal de Jurema - PI,2205532,18078413.01,2630884,9516354.59,.30727237,2.9029503
Prefeitura Municipal de Lagoinha do Piauí - PI,2205540,11580041.42,0,5423088.17,0,2.8928819
Prefeitura Municipal de Lagoa Alegre - PI,2205557,8935030.83,0,14547252.13,0,2.8928819
Prefeitura Municipal de Lagoa do Barro do Piauí - PI,2205565,18906247.93,34000,8533851.6,.0032779311,2.8929894
Prefeitura Municipal de Lagoa de São Francisco - PI,2205573,19156410.86,4992663,11207441.11,.62808931,2.9134624
Prefeitura Municipal de Lagoa do Piauí - PI,2205581,13473068.33,24721,6406699.6,.0034984022,2.8929965
Prefeitura Municipal de Lagoa do Sítio - PI,2205599,12792104.24,0,7533371.73,0,2.8928819
Prefeitura Municipal de Landri Sales - PI,2205607,18271553.84,0,7611605.72,0,2.8928819
Prefeitura Municipal de Luís Correia - PI,2205706,55559445.9,0,44945901.91,0,2.8928819
Prefeitura Municipal de Luzilândia - PI,2205805,50423267.91,124584,30963459.15,.0064021186,2.8930917
Prefeitura Municipal de Madeiro - PI,2205854,18579392.02,2166334,10222210.94,.25921828,2.9013755
Prefeitura Municipal de Manoel Emídio - PI,2205904,15921737.94,-93254,6405591.14,-.0097995549,2.892561
Prefeitura Municipal de Marcolândia - PI,2205953,24036136.75,0,11354243.51,0,2.8928819
Prefeitura Municipal de Marcos Parente - PI,2206001,12972031.24,0,6571717.83,0,2.8928819
Prefeitura Municipal de Massapê do Piauí - PI,2206050,16456504.53,0,8214675.06,0,2.8928819
Prefeitura Municipal de Matias Olímpio - PI,2206100,27992941.62,6343669,13502423.92,.43778071,2.9072266
Prefeitura Municipal de Miguel Alves - PI,2206209,64866982.87,62803078,42336838.35,2.7875133,2.9842193
Prefeitura Municipal de Miguel Leão - PI,2206308,10991187.21,0,5010283.34,0,2.8928819
Prefeitura Municipal de Milton Brandão - PI,2206357,17468757.18,583155,9516363.01,.073330745,2.8952847
Prefeitura Municipal de Monsenhor Gil - PI,2206407,27580614.53,159165,10736539.52,.0094493171,2.8931916
Prefeitura Municipal de Monsenhor Hipólito - PI,2206506,21697797.43,0,9389875.74,0,2.8928819
Prefeitura Municipal de Monte Alegre do Piauí - PI,2206605,29387258.7,6441409,17907372.43,.56110388,2.9112675
Prefeitura Municipal de Morro Cabeça no Tempo - PI,2206654,14441734.06,2027,6986865.89,.00027190286,2.8928909
Prefeitura Municipal de Morro do Chapéu do Piauí - PI,2206670,15603798.9,1061061,9330099.67,.16912845,2.8984237
Prefeitura Municipal de Murici dos Portelas - PI,2206696,24293043.12,5148089,13817117.22,.49142089,2.9089842
Prefeitura Municipal de Nazaré do Piauí - PI,2206704,19922586.84,0,9405937.08,0,2.8928819
Prefeitura Municipal de Nazária - PI,2206720,19890275.23,0,13213136.8,0,2.8928819
Prefeitura Municipal de Nossa Senhora de Nazaré - PI,2206753,14404783.56,7006996,10058993.56,1.6123642,2.9457138
Prefeitura Municipal de Nossa Senhora dos Remédios - PI,2206803,28193129.46,6050294,18901520.31,.65115672,2.9142182
Prefeitura Municipal de Novo Oriente do Piauí - PI,2206902,13944706.73,1346912,7799304.96,.21917395,2.9000635
Prefeitura Municipal de Novo Santo Antônio - PI,2206951,11337070.83,0,4863040.32,0,2.8928819
Prefeitura Municipal de Oeiras - PI,2207009,83965330.56999999,33813060,35247210.81,.69405514,2.9156239
Prefeitura Municipal de Olho D'Água do Piauí - PI,2207108,10036143.54,10000,3923511.5,.0016359565,2.8929355
Prefeitura Municipal de Padre Marcos - PI,2207207,21494908.22,0,8704739.560000001,0,2.8928819
Prefeitura Municipal de Pajeú do Piauí - PI,2207355,13009142.01,404705,6383069.93,.061077662,2.8948832
Prefeitura Municipal de Palmeira do Piauí - PI,2207405,14077899.44,411093,5791132.45,.049608368,2.8945074
Prefeitura Municipal de Palmeirais - PI,2207504,28742551.31,6070475,15812195.16,.4694747,2.9082651
Prefeitura Municipal de Paquetá - PI,2207553,12347564.08,0,6786526.32,0,2.8928819
Prefeitura Municipal de Parnaguá - PI,2207603,26090458.52,130748541,14821623.4,11.602667,3.2730622
Prefeitura Municipal de Parnaíba - PI,2207702,269568123.88,11289190,213886658.6,.20274591,2.8995252
Prefeitura Municipal de Passagem Franca do Piauí - PI,2207751,16427648.13,259712,7511022.8,.029126715,2.8938363
Prefeitura Municipal de Patos do Piauí - PI,2207777,15677114.62,2215357,8427171.949999999,.3055689,2.9028945
Prefeitura Municipal de Pau D'Arco do Piauí - PI,2207793,11500640.76,0,4816562.28,0,2.8928819
Prefeitura Municipal de Paulistana - PI,2207801,56943776.24,0,28650660.3,0,2.8928819
Prefeitura Municipal de Pavussu - PI,2207850,12985591.17,270321,5563504.85,.036421161,2.8940754
Prefeitura Municipal de Pedro II - PI,2207900,66398658.62,22034996,50968433.15,1.4280411,2.9396741
Prefeitura Municipal de Pedro Laurentino - PI,2207934,10567489.65,0,5439039,0,2.8928819
Prefeitura Municipal de Nova Santa Rita - PI,2207959,15293654.96,4318038,7595502.53,.56091875,2.9112613
Prefeitura Municipal de Picos - PI,2208007,183973682.01,63046945,104631404.45,.7946198,2.9189188
Prefeitura Municipal de Pimenteiras - PI,2208106,21295519.64,0,12400702.83,0,2.8928819
Prefeitura Municipal de Pio IX - PI,2208205,34223822.28,3576827,20909559.16,.26864627,2.9016845
Prefeitura Municipal de Piracuruca - PI,2208304,56925945.67,204570,31232860.33,.0079620648,2.8931429
Prefeitura Municipal de Piripiri - PI,2208403,138784616.23,56174141,78513029.48,.93201697,2.9234209
Prefeitura Municipal de Porto - PI,2208502,30867705.81,14173387,20987714.39,1.4345546,2.9398875
Prefeitura Municipal de Porto Alegre do Piauí - PI,2208551,12984234.38,0,6009484.2,0,2.8928819
Prefeitura Municipal de Prata do Piauí - PI,2208601,16627369.56,0,5558318.29,0,2.8928819
Prefeitura Municipal de Queimada Nova - PI,2208650,21473051.21,153177,10134418.62,.013509301,2.8933246
Prefeitura Municipal de Redenção do Gurguéia - PI,2208700,18732740.8,4647,12302387.44,.00072266633,2.8929057
Prefeitura Municipal de Regeneração - PI,2208809,40838554.27,15195285,26264571.95,1.0426309,2.9270453
Prefeitura Municipal de Riacho Frio - PI,2208858,17251423.68,-210327,8621633.26,-.024372203,2.8920834
Prefeitura Municipal de Ribeira do Piauí - PI,2208874,15758039.33,0,9396710.02,0,2.8928819
Prefeitura Municipal de Ribeiro Gonçalves - PI,2208908,25863303.49,0,11996670.09,0,2.8928819
Prefeitura Municipal de Rio Grande do Piauí - PI,2209005,15902666.72,0,8061845.07,0,2.8928819
Prefeitura Municipal de Santa Cruz do Piauí - PI,2209104,16709328.77,0,8766852.869999999,0,2.8928819
Prefeitura Municipal de Santa Cruz dos Milagres - PI,2209153,14431021.92,125789,6795284,.016473718,2.8934216
Prefeitura Municipal de Santa Filomena - PI,2209203,29370720.52,2579340,10971696.53,.14018896,2.8974755
Prefeitura Municipal de Santa Luz - PI,2209302,13154305.6,0,6950744.58,0,2.8928819
Prefeitura Municipal de Santana do Piauí - PI,2209351,12041154.08,0,6356126.06,0,2.8928819
Prefeitura Municipal de Santa Rosa do Piauí - PI,2209377,13551022.99,283646,6337679.02,.039322399,2.8941703
Prefeitura Municipal de Santo Antônio de Lisboa - PI,2209401,15233193.56,95657,7274958.9,.012019876,2.8932757
Prefeitura Municipal de Santo Antônio dos Milagres - PI,2209450,9807962.460000001,0,3788104.51,0,2.8928819
Prefeitura Municipal de Santo Inácio do Piauí - PI,2209500,14414954.71,0,6585075.25,0,2.8928819
Prefeitura Municipal de São Braz do Piauí - PI,2209559,14802649.1,0,6524923.1,0,2.8928819
Prefeitura Municipal de São Félix do Piauí - PI,2209609,14516415.69,4094217,6603102.01,.5173834,2.9098349
Prefeitura Municipal de São Francisco do Piauí - PI,2209708,17548952.44,2336480,11638119.26,.39528775,2.9058342
Prefeitura Municipal de São Gonçalo do Gurguéia - PI,2209757,10850933.68,2034776,6724167.88,.49306795,2.9090381
Prefeitura Municipal de São Gonçalo do Piauí - PI,2209807,12982327.25,0,7154175.03,0,2.8928819
Prefeitura Municipal de São João da Canabrava - PI,2209856,11864134.03,0,7266991.36,0,2.8928819
Prefeitura Municipal de São João da Fronteira - PI,2209872,13572724.25,3776744,9303569.85,.88465858,2.9218693
Prefeitura Municipal de São João da Serra - PI,2209906,17883155.25,1974275,9529628.470000001,.2363403,2.9006259
Prefeitura Municipal de São João da Varjota - PI,2209955,12269123.62,0,5707192.55,0,2.8928819
Prefeitura Municipal de São João do Arraial - PI,2209971,17744453.47,2526681,10191505.9,.33452913,2.9038434
Prefeitura Municipal de São João do Piauí - PI,2210003,51309991.81,0,30296775.54,0,2.8928819
Prefeitura Municipal de São José do Divino - PI,2210052,15958400.69,502136,7800530.84,.061552342,2.8948989
Prefeitura Municipal de São José do Peixe - PI,2210102,12266281.95,1748062,7737518.66,.38599104,2.9055295
Prefeitura Municipal de São José do Piauí - PI,2210201,16762692.04,0,8107582.58,0,2.8928819
Prefeitura Municipal de São Julião - PI,2210300,16745406.19,0,8845472.789999999,0,2.8928819
Prefeitura Municipal de São Lourenço do Piauí - PI,2210359,15959666.05,0,7145630.96,0,2.8928819
Prefeitura Municipal de São Luis do Piauí - PI,2210375,11242089.74,0,4731234.78,0,2.8928819
Prefeitura Municipal de São Miguel do Fidalgo - PI,2210391,12043907.67,186023,5285602.8,.027525097,2.8937838
Prefeitura Municipal de São Miguel do Tapuio - PI,2210409,41878945,0,22896270.49,0,2.8928819
Prefeitura Municipal de São Pedro do Piauí - PI,2210508,35311194.97,3481728,16718209.55,.1872603,2.8990178
Prefeitura Municipal de São Raimundo Nonato - PI,2210607,74597420.34,2879564,44642722.62,.096130632,2.8960319
Prefeitura Municipal de Sebastião Barros - PI,2210623,12583170.35,692992,9264940.369999999,.20884387,2.899725
Prefeitura Municipal de Sebastião Leal - PI,2210631,18546188.84,0,8678933.060000001,0,2.8928819
Prefeitura Municipal de Sigefredo Pacheco - PI,2210656,19023266.77,17319738,12476450.74,2.6455207,2.9795668
Prefeitura Municipal de Simões - PI,2210706,47443536.19,7450801,20703031.81,.27863353,2.9020119
Prefeitura Municipal de Simplício Mendes - PI,2210805,33170507.73,0,18624857.15,0,2.8928819
Prefeitura Municipal de Socorro do Piauí - PI,2210904,11298392.16,0,5811320.3,0,2.8928819
Prefeitura Municipal de Sussuapara - PI,2210938,16762692.04,181249,8107582.58,.020941272,2.893568
Prefeitura Municipal de Tamboril do Piauí - PI,2210953,12815747.16,0,6358876.12,0,2.8928819
Prefeitura Municipal de Tanque do Piauí - PI,2210979,10592580.03,0,6734262.74,0,2.8928819
Prefeitura Municipal de Teresina - PI,2211001,2841871552.69,541986177,1534020104.78,.41440958,2.9064608
Prefeitura Municipal de União - PI,2211100,85697167.11,13783945,61009314.28,.55832905,2.9111764
Prefeitura Municipal de Uruçuí - PI,2211209,92952664.43000001,0,39917787.9,0,2.8928819
Prefeitura Municipal de Valença do Piauí - PI,2211308,41924055.69,609706,22467766.19,.03133722,2.8939087
Prefeitura Municipal de Várzea Branca - PI,2211357,15278936.63,1108343,8595359.560000001,.16583081,2.8983157
Prefeitura Municipal de Várzea Grande - PI,2211407,14826239.69,0,5712612.18,0,2.8928819
Prefeitura Municipal de Vera Mendes - PI,2211506,12726724.6,634404,5943608.1,.093526922,2.8959465
Prefeitura Municipal de Vila Nova do Piauí - PI,2211605,12574483.83,0,5510188.67,0,2.8928819
Prefeitura Municipal de Wall Ferraz - PI,2211704,14129627.86,0,6868075.93,0,2.8928819
Prefeitura Municipal de Abaiara - CE,2300101,27917274.95,18248514,16083942.41,1.5421281,2.9434123
Prefeitura Municipal de Acarape - CE,2300150,43297516.68,47499787,22547126.95,2.2891033,2.9678881
Prefeitura Municipal de Acaraú - CE,2300200,131547572.57,13253070,72163302.16,.22317475,2.9001946
Prefeitura Municipal de Acopiara - CE,2300309,112078081.88,42376972,55957896.19,.75511104,2.9176245
Prefeitura Municipal de Aiuaba - CE,2300408,54812803.75,15422809,16580456.49,.40339687,2.9060998
Prefeitura Municipal de Alcântaras - CE,2300507,31027110.18,5886827,13852134.5,.34275606,2.9041128
Prefeitura Municipal de Altaneira - CE,2300606,24928197.91,7337333,11826626.48,.56003457,2.9112325
Prefeitura Municipal de Alto Santo - CE,2300705,39971322.19,10647521,20298904.6,.54124111,2.9106166
Prefeitura Municipal de Amontada - CE,2300754,107914299.06,44274556,64604703.74,1.0222806,2.9263787
Prefeitura Municipal de Antonina do Norte - CE,2300804,24902637.1,10080,11962757.58,.00077898719,2.8929074
Prefeitura Municipal de Apuiarés - CE,2300903,35994116.21,8032433,20645678.77,.52333879,2.9100299
Prefeitura Municipal de Aquiraz - CE,2301000,259292163.3,26968268,131613000.03,.21121903,2.8998029
Prefeitura Municipal de Aracati - CE,2301109,206576762.08,48332097,96545307.15000001,.43925709,2.907275
Prefeitura Municipal de Aracoiaba - CE,2301208,74032046.75,36614531,40411814.45,1.0890625,2.9285669
Prefeitura Municipal de Ararendá - CE,2301257,33373282.13,0,15038734.55,0,2.8928819
Prefeitura Municipal de Araripe - CE,2301307,80943122.58,18272243,35835631.89,.40508223,2.9061551
Prefeitura Municipal de Aratuba - CE,2301406,34687065.27,12182842,29551836.39,2.3724048,2.9706178
Prefeitura Municipal de Arneiroz - CE,2301505,25438026.2,2541101,11341456.23,.18026379,2.8987887
Prefeitura Municipal de Assaré - CE,2301604,49788583.48,1527400,25325203.47,.062436178,2.8949277
Prefeitura Municipal de Aurora - CE,2301703,56271255.23,0,28787839.56,0,2.8928819
Prefeitura Municipal de Baixio - CE,2301802,28334387.7,11722444,17515337.97,1.0835004,2.9283845
Prefeitura Municipal de Banabuiú - CE,2301851,47576998.02,26051264,27020379.44,1.2672932,2.9344068
Prefeitura Municipal de Barbalha - CE,2301901,214914198.32,11257708,87703908.59999999,.088496834,2.8957818
Prefeitura Municipal de Barreira - CE,2301950,53074147.77,0,28751690.48,0,2.8928819
Prefeitura Municipal de Barro - CE,2302008,45288677.73,12708300,24629125.99,.61512953,2.9130378
Prefeitura Municipal de Barroquinha - CE,2302057,40815037.26,232557,20819751.41,.011630591,2.8932631
Prefeitura Municipal de Baturité - CE,2302107,81319083.77,62448059,41530062.1,1.5694796,2.9443085
Prefeitura Municipal de Beberibe - CE,2302206,121717170.17,29314109,76727448,.65157348,2.9142318
Prefeitura Municipal de Bela Cruz - CE,2302305,61611392.62,3417762,41338783.89,.16859014,2.898406
Prefeitura Municipal de Boa Viagem - CE,2302404,101908466.23,18177801,73053428.59999999,.62996978,2.9135239
Prefeitura Municipal de Brejo Santo - CE,2302503,137564804.4,1490633,57736756.78,.018673049,2.8934939
Prefeitura Municipal de Camocim - CE,2302602,164000410.77,41142465,58065176.04,.38837376,2.9056077
Prefeitura Municipal de Campos Sales - CE,2302701,57782020.46,57584393,25958809.05,1.8095092,2.9521735
Prefeitura Municipal de Canindé - CE,2302800,191187549.06,75909460,113618076.38,.97859967,2.9249473
Prefeitura Municipal de Capistrano - CE,2302909,49614624.49,21615588,31277966.56,1.1788183,2.9315078
Prefeitura Municipal de Caridade - CE,2303006,65500576.95,57704293,19329818.99,1.2498018,2.9338338
Prefeitura Municipal de Cariré - CE,2303105,53700294.46,4725401,26697873.69,.17499916,2.8986161
Prefeitura Municipal de Caririaçu - CE,2303204,66374475.49,25768164,33897784.19,.79343563,2.9188802
Prefeitura Municipal de Cariús - CE,2303303,49302789.47,0,20820301.12,0,2.8928819
Prefeitura Municipal de Carnaubal - CE,2303402,42828401.16,558348,24688642.85,.030780343,2.8938906
Prefeitura Municipal de Cascavel - CE,2303501,158430423.74,49033998,85518611.37,.67251104,2.9149179
Prefeitura Municipal de Catarina - CE,2303600,43239113.19,14961776,26268613.25,.88163435,2.9217701
Prefeitura Municipal de Catunda - CE,2303659,33486433.93,9342094,19253437.64,.65636873,2.9143889
Prefeitura Municipal de Caucaia - CE,2303709,675643630.39,52620507,348562686.03,.16087916,2.8981533
Prefeitura Municipal de Cedro - CE,2303808,55495465.17,25984931,28491616.67,.9622677,2.9244123
Prefeitura Municipal de Chaval - CE,2303907,30902289.18,737270,17241896.56,.053971361,2.8946505
Prefeitura Municipal de Choró - CE,2303931,33553555.99,12907399,21460516.18,1.0673411,2.927855
Prefeitura Municipal de Chorozinho - CE,2303956,55223809.38,17656476,29342731.35,.68221563,2.9152358
Prefeitura Municipal de Coreaú - CE,2304004,49728273.3,10938723,27960799.35,.50252604,2.909348
Prefeitura Municipal de Crateús - CE,2304103,155763549.36,32104700,73912344.93000001,.39223248,2.9057341
Prefeitura Municipal de Crato - CE,2304202,278610768.19,33036468,142365275.65,.24247751,2.9008272
Prefeitura Municipal de Croatá - CE,2304236,48678998.15,8395338,25021467.67,.35486957,2.9045098
Prefeitura Municipal de Cruz - CE,2304251,71543319.95999999,17476805,38604967.69,.53059137,2.9102676
Prefeitura Municipal de Deputado Irapuan Pinheiro - CE,2304269,26607523,7535084,13763738.26,.58667159,2.9121051
Prefeitura Municipal de Ererê - CE,2304277,23595655.93,11285825,10855707.47,.8858611,2.9219086
Prefeitura Municipal de Eusébio - CE,2304285,301515714.52,2793591,153057495.72,.018817356,2.8934984
Prefeitura Municipal de Farias Brito - CE,2304301,56021604.58,0,28098022.01,0,2.8928819
Prefeitura Municipal de Forquilha - CE,2304350,54808967.54,0,29355476.9,0,2.8928819
Prefeitura Municipal de Fortaleza - CE,2304400,6710745422.74,1343024918,3683162327.36,.44359639,2.9074171
Prefeitura Municipal de Fortim - CE,2304459,45666114.86,8147705,24839608.72,.39121804,2.9057009
Prefeitura Municipal de Frecheirinha - CE,2304509,44548455.3,7600963,22292393.37,.34152326,2.9040725
Prefeitura Municipal de General Sampaio - CE,2304608,26773413.38,7263181,15392996.26,.63821745,2.9137943
Prefeitura Municipal de Graça - CE,2304657,41439027.5,0,24354818.85,0,2.8928819
Prefeitura Municipal de Granja - CE,2304707,115761973.61,23540171,58369599.3,.410162,2.9063215
Prefeitura Municipal de Granjeiro - CE,2304806,20274225.46,11884319,10277617.47,1.1888351,2.9318361
Prefeitura Municipal de Groaíras - CE,2304905,32162073.84,0,16715116.84,0,2.8928819
Prefeitura Municipal de Guaiúba - CE,2304954,57237652.39,16425219,32683104.16,.66892779,2.9148004
Prefeitura Municipal de Guaraciaba do Norte - CE,2305001,92806841.43000001,28908556,42819190.46,.57831395,2.9118314
Prefeitura Municipal de Guaramiranga - CE,2305100,25805778.9,11929315,14467775.73,1.0521531,2.9273574
Prefeitura Municipal de Hidrolândia - CE,2305209,43834019.67,7107708,23074107.06,.34237659,2.9041004
Prefeitura Municipal de Horizonte - CE,2305233,194822379.4,35960484,108948246.1,.41875803,2.9066033
Prefeitura Municipal de Ibaretama - CE,2305266,30267853.1,19662749,17902727.51,1.5901779,2.9449868
Prefeitura Municipal de Ibiapina - CE,2305308,61308323.41,0,33099177.49,0,2.8928819
Prefeitura Municipal de Ibicuitinga - CE,2305332,37538235.29,20168165,17579853.38,1.010511,2.925993
Prefeitura Municipal de Icapuí - CE,2305357,77448582.48,37251058,42978544.6,1.0806793,2.9282923
Prefeitura Municipal de Icó - CE,2305407,168789820.85,85557944,64550636.98,.82078487,2.9197762
Prefeitura Municipal de Iguatu - CE,2305506,227741936.62,91563756,123111032.63,.87511194,2.9215565
Prefeitura Municipal de Independência - CE,2305605,52134747.91,6234975,29540929.72,.27595934,2.9019241
Prefeitura Municipal de Ipaporanga - CE,2305654,34740230.2,0,13802352.32,0,2.8928819
Prefeitura Municipal de Ipaumirim - CE,2305704,29865771.78,7084340,17927737.07,.59342599,2.9123266
Prefeitura Municipal de Ipu - CE,2305803,101137057.35,42062803,47850484.46,.78936964,2.9187469
Prefeitura Municipal de Ipueiras - CE,2305902,86263759.26000001,2470394,49972203.97,.068070769,2.8951123
Prefeitura Municipal de Iracema - CE,2306009,44413250.53,21084781,22774173.13,.97438449,2.9248092
Prefeitura Municipal de Irauçuba - CE,2306108,61998012.47,20801200,28600846.54,.62284327,2.9132905
Prefeitura Municipal de Itaiçaba - CE,2306207,23023643.42,18602889,12277993.3,1.7312018,2.9496076
Prefeitura Municipal de Itaitinga - CE,2306256,101965039.33,11281557,55527541.57,.24294068,2.9008422
Prefeitura Municipal de Itapajé - CE,2306306,107525209.65,22816684,68436562.2,.58371639,2.9120083
Prefeitura Municipal de Itapipoca - CE,2306405,281020646.71,58669558,154068595.01,.46213952,2.9080248
Prefeitura Municipal de Itapiúna - CE,2306504,45125310,25543893,30385032.48,1.7329316,2.9496644
Prefeitura Municipal de Itarema - CE,2306553,114915704.6,13311507,55916270.76,.22562093,2.9002748
Prefeitura Municipal de Itatira - CE,2306603,64124740.55,0,25204698.06,0,2.8928819
Prefeitura Municipal de Jaguaretama - CE,2306702,54505142.92,35927962,21056304.63,1.0741168,2.9280772
Prefeitura Municipal de Jaguaribara - CE,2306801,32837549.22,12813004,17770047.47,.85037351,2.9207458
Prefeitura Municipal de Jaguaribe - CE,2306900,84555521,0,43935254.29,0,2.8928819
Prefeitura Municipal de Jaguaruana - CE,2307007,71263284.59,36438192,42333253.74,1.2595283,2.9341524
Prefeitura Municipal de Jardim - CE,2307106,61380319.56,35533323,38475655.76,1.5513575,2.9437146
Prefeitura Municipal de Jati - CE,2307205,28640047.61,3796777,15816873.15,.29608715,2.9025838
Prefeitura Municipal de Jijoca de Jericoacoara - CE,2307254,75103451.68000001,10229607,33380719.4,.24518067,2.9009156
Prefeitura Municipal de Juazeiro do Norte - CE,2307304,551083185.99,149218540,311739792.79,.62344956,2.9133103
Prefeitura Municipal de Jucás - CE,2307403,59286067.99,5898869,27692482.94,.18671097,2.8989999
Prefeitura Municipal de Lavras da Mangabeira - CE,2307502,79921997.95999999,27620507,37205599.45,.64660197,2.9140689
Prefeitura Municipal de Limoeiro do Norte - CE,2307601,132439068.87,82900948,59593038.3,1.1380297,2.9301713
Prefeitura Municipal de Madalena - CE,2307635,42224991.19,19495349,25316351.3,1.1529815,2.9306612
Prefeitura Municipal de Maracanaú - CE,2307650,739212493.0599999,125485562,351863214.07,.32395971,2.903497
Prefeitura Municipal de Maranguape - CE,2307700,206921740.08,8907947,128672286.95,.11384037,2.8966122
Prefeitura Municipal de Marco - CE,2307809,65278820.79,0,34590073.55,0,2.8928819
Prefeitura Municipal de Martinópole - CE,2307908,29443395.76,4689702,16167834.18,.35325828,2.9044571
Prefeitura Municipal de Massapê - CE,2308005,70994708.08,0,44597378.03,0,2.8928819
Prefeitura Municipal de Mauriti - CE,2308104,95084018.12,11044875,51418304.64,.25294158,2.90117
Prefeitura Municipal de Meruoca - CE,2308203,41548984.58,5099533,20437191.73,.24154903,2.9007967
Prefeitura Municipal de Milagres - CE,2308302,60752357.38,2385740,30236913.44,.078181393,2.8954437
Prefeitura Municipal de Milhã - CE,2308351,32982355.22,0,16582019.65,0,2.8928819
Prefeitura Municipal de Miraíma - CE,2308377,30694394.27,10542405,19613100.46,.95136952,2.9240551
Prefeitura Municipal de Missão Velha - CE,2308401,87628890.33,39390574,44383451.66,.91086078,2.9227278
Prefeitura Municipal de Mombaça - CE,2308500,81092804.53,51672582,40910288.08,1.2859468,2.9350181
Prefeitura Municipal de Monsenhor Tabosa - CE,2308609,50334131.42,22002275,25974521.63,.90322775,2.9224777
Prefeitura Municipal de Morada Nova - CE,2308708,191936075.93,46934419,89157605.22,.45665613,2.907845
Prefeitura Municipal de Moraújo - CE,2308807,25280841.66,3495450,11098273.67,.246461,2.9009576
Prefeitura Municipal de Morrinhos - CE,2308906,48392433.19,97636,18452207.4,.0032610309,2.8929887
Prefeitura Municipal de Mucambo - CE,2309003,38776837.1,0,19571439.51,0,2.8928819
Prefeitura Municipal de Mulungu - CE,2309102,31205148.04,16494954,23738999.03,2.2092988,2.9652731
Prefeitura Municipal de Nova Olinda - CE,2309201,44027578.91,0,22795829.81,0,2.8928819
Prefeitura Municipal de Nova Russas - CE,2309300,71096428.34999999,1764457,35744944.49,.049911823,2.8945174
Prefeitura Municipal de Novo Oriente - CE,2309409,63548065.79,34618918,32277004.76,1.1070592,2.9291565
Prefeitura Municipal de Ocara - CE,2309458,65989736.91,19026582,32420018.96,.56677812,2.9114532
Prefeitura Municipal de Orós - CE,2309508,50830689.16,0,24982001.94,0,2.8928819
Prefeitura Municipal de Pacajus - CE,2309607,140235170.72,61839343,83147687.51000001,1.0832382,2.928376
Prefeitura Municipal de Pacatuba - CE,2309706,163247337.94,27586764,81081248.98,.3357439,2.9038832
Prefeitura Municipal de Pacoti - CE,2309805,33599405.06,4844298,21045275.34,.38587287,2.9055257
Prefeitura Municipal de Pacujá - CE,2309904,24314080.65,15468042,9955104.310000001,1.0772384,2.9281795
Prefeitura Municipal de Palhano - CE,2310001,26703804.16,31777226,13833589.94,2.4690518,2.9737844
Prefeitura Municipal de Palmácia - CE,2310100,30023327.04,21699916,16757896.08,1.6358244,2.9464824
Prefeitura Municipal de Paracuru - CE,2310209,90900120.8,49292982,57444337.56,1.473377,2.9411595
Prefeitura Municipal de Paraipaba - CE,2310258,84278393.16,24580265,46925678.99,.65805835,2.9144442
Prefeitura Municipal de Parambu - CE,2310308,70705362.5,0,32031172.57,0,2.8928819
Prefeitura Municipal de Paramoti - CE,2310407,28332731.1,11219250,20686053,1.4672058,2.9409573
Prefeitura Municipal de Pedra Branca - CE,2310506,94095763.15000001,0,51408425.18,0,2.8928819
Prefeitura Municipal de Penaforte - CE,2310605,29329897.07,255882,17863995.91,.02231678,2.8936131
Prefeitura Municipal de Pentecoste - CE,2310704,86389610.41,29582835,43374842.65,.68773669,2.9154167
Prefeitura Municipal de Pereiro - CE,2310803,54855318.81,0,19230007.64,0,2.8928819
Prefeitura Municipal de Pindoretama - CE,2310852,55371479,18402444,20499292.35,.52771121,2.9101732
Prefeitura Municipal de Piquet Carneiro - CE,2310902,38463564.46,7879139,19274669.96,.41060933,2.9063363
Prefeitura Municipal de Pires Ferreira - CE,2310951,28758351.47,752355,8727470.99,.037559755,2.8941126
Prefeitura Municipal de Poranga - CE,2311009,32634504.67,13098039,15498501.52,.76435786,2.9179273
Prefeitura Municipal de Porteiras - CE,2311108,43323804.17,1660629,20525761.4,.072840855,2.8952687
Prefeitura Municipal de Potengi - CE,2311207,27765246.58,0,16961666.42,0,2.8928819
Prefeitura Municipal de Potiretama - CE,2311231,24692337.15,10117290,11794745.24,.78443247,2.9185851
Prefeitura Municipal de Quiterianópolis - CE,2311264,53916696.98,865389,29787594.05,.035864946,2.894057
Prefeitura Municipal de Quixadá - CE,2311306,181158858.98,42185803,102458369.25,.53602976,2.9104459
Prefeitura Municipal de Quixelô - CE,2311355,40791238.54,6705444,19140264.27,.30970633,2.9030299
Prefeitura Municipal de Quixeramobim - CE,2311405,177838321.55,80497993,100397288.33,1.0394747,2.9269421
Prefeitura Municipal de Quixeré - CE,2311504,62589522.16,0,29969686.82,0,2.8928819
