codibge,uf,valor,sp
3549409,SP,9362021,1
3501152,SP,49857097,1
3169703,MG,2083629,0
3513801,SP,489284831,1
3547403,SP,524384,1
3202652,ES,2506271,0
3542305,SP,229941,1
4305173,RS,-3495189,0
4205001,SC,944079,0
3503802,SP,53476074,1
2918506,BA,11355799,0
5107354,MT,-5161114,0
4205555,SC,-2007699,0
2802809,SE,-553809,0
3152131,MG,-200102,0
3510609,SP,140100635,1
5213806,GO,15482648,0
3504008,SP,44220152,1
2930204,BA,33209362,0
3557204,SP,2671464,1
2906204,BA,29962511,0
5207600,GO,3956446,0
2705200,AL,4653429,0
2112001,MA,21538970,0
3163409,MG,1227981,0
3543006,SP,-782190,1
2705903,AL,1642925,0
3507704,SP,-910681,1
4115903,PR,10465233,0
2310209,CE,41741365,0
2928950,BA,9403852,0
2916104,BA,17518872,0
3201159,ES,-7820173,0
2410801,RN,-561778,0
2800407,SE,11776629,0
2931608,BA,40980806,0
2800670,SE,-1540572,0
2806701,SE,84017191,0
2917409,BA,-1479786,0
5208905,GO,34583691,0
2910776,BA,6091726,0
5207105,GO,-3314725,0
3525102,SP,-25333539,1
2912400,BA,6391403,0
1506708,PA,6724115,0
1505486,PA,-3826079,0
3518909,SP,-4303436,1
4203253,SC,-4236404,0
3143609,MG,64945,0
3525508,SP,-310989,1
3200201,ES,1173696,0
4114401,PR,6817007,0
2706901,AL,21752059,0
3519006,SP,1021424,1
4212007,SC,-1513551,0
3138401,MG,-2236299,0
4215406,SC,-29111627,0
3102100,MG,175963,0
4125506,PR,-274302911,0
3530003,SP,20428,1
3139409,MG,-642079,0
4210852,SC,-3838108,0
3158003,MG,-3471802,0
5209101,GO,50135362,0
2918803,BA,17718152,0
2305209,CE,7107708,0
2803807,SE,-577978,0
3520442,SP,-7600757,1
3514007,SP,-6129074,1
3554656,SP,-1632539,1
3529302,SP,105928987,1
2802205,SE,952714,0
2912806,BA,3915631,0
1718451,TO,141490,0
2805604,SE,40222786,0
4210001,SC,-8922940,0
2308104,CE,3740696,0
3304508,RJ,7432359,0
3148202,MG,-230241,0
2902807,BA,42691202,0
2801603,SE,12380246,0
4211306,SC,-10486462,0
4128534,PR,-4058089,0
5213772,GO,2059926,0
3160108,MG,-1864996,0
4202602,SC,-2039910,0
2803609,SE,19607634,0
3302601,RJ,63018046,0
4123857,PR,1432850,0
2302503,CE,-42765918,0
3507209,SP,-3470154,1
4107900,PR,-2103418,0
3514106,SP,-17315155,1
3537305,SP,75708277,1
3304102,RJ,-6795850,0
2921807,BA,13139422,0
2308302,CE,-12321756,0
2914208,BA,9516062,0
4201802,SC,-2027265,0
1508100,PA,23757992,0
3204104,ES,772342,0
4105805,PR,-104502729,0
2922300,BA,47958550,0
4209003,SC,-59348930,0
1702208,TO,-8187813,0
2804508,SE,-8364302,0
3300159,RJ,18741765,0
5108600,MT,-5488271,0
1507805,PA,-877876,0
2109809,MA,14161214,0
1720150,TO,-1118792,0
2701704,AL,5933281,0
3513504,SP,-246740622,1
2904753,BA,3384894,0
2933059,BA,2949716,0
3165560,MG,501892,0
2904803,BA,31311937,0
3152600,MG,928446,0
2924702,BA,34744817,0
2803104,SE,-965815,0
5207535,GO,4623202,0
1200328,AC,-2938455,0
2932408,BA,6535176,0
4216503,SC,-17746438,0
2916807,BA,32689889,0
3114808,MG,424866,0
2312304,CE,14416014,0
3537107,SP,31263430,1
5202155,GO,3486003,0
2908002,BA,71094896,0
3119401,MG,-48989533,0
4203956,SC,-8924012,0
1716653,TO,-1120177,0
3541208,SP,6982506,1
3304607,RJ,3435970,0
3554300,SP,4610119,1
1711803,TO,256923,0
5104906,MT,-1633513,0
5106000,MT,-717927,0
4106456,PR,1001430,0
3157807,MG,-63294963,0
2305100,CE,5371118,0
2202653,PI,43511,0
3519808,SP,3483718,1
1501600,PA,9154446,0
4202131,SC,4747002,0
2308807,CE,2748810,0
3501301,SP,2593365,1
4206801,SC,-5262173,0
3101805,MG,2580791,0
3505302,SP,-160442,1
4215059,SC,-441238,0
3100401,MG,-364186,0
3526209,SP,24381256,1
2804904,SE,12423377,0
3160959,MG,-1620488,0
3117876,MG,-2354987,0
3509254,SP,-14465702,1
3514957,SP,-2561113,1
2308401,CE,30998221,0
2209609,PI,2252140,0
2921401,BA,3583518,0
2310605,CE,-1326328,0
3514304,SP,-1435921,1
5213905,GO,-589395,0
3513405,SP,84784394,1
4112504,PR,-6471659,0
2612307,PE,-195398,0
3550803,SP,-1331245,1
2918407,BA,179046313,0
2902500,BA,21090553,0
2906303,BA,49920303,0
1701903,TO,1602302,0
2311108,CE,-3467904,0
2103901,MA,-450478,0
2200103,PI,347723,0
2906501,BA,177561081,0
2801207,SE,996037,0
3556354,SP,-1622799,1
3505005,SP,-2869236,1
2903904,BA,40865985,0
1503705,PA,-1407045,0
5221304,GO,909658,0
5219704,GO,8004757,0
3520509,SP,-412830992,1
4212304,SC,938310,0
3535309,SP,-1617528,1
3506706,SP,-1336824,1
3515301,SP,7181603,1
5207501,GO,2010302,0
4116000,PR,-501288,0
2914703,BA,-5667519,0
2932457,BA,-1647187,0
3555307,SP,5069402,1
3154507,MG,625104,0
4101507,PR,-20701507,0
4203808,SC,-12633614,0
2801900,SE,-2025876,0
4301206,RS,-4979640,0
3535408,SP,9826623,1
5213004,GO,709016,0
3305109,RJ,197043748,0
2918704,BA,6076721,0
2412302,RN,16458090,0
3551009,SP,423423724,1
2806602,SE,1647368,0
3300803,RJ,12289802,0
3156908,MG,-8935597,0
2210631,PI,-84174,0
2200301,PI,11349154,0
4213351,SC,-4211839,0
3515350,SP,5680173,1
1200179,AC,-2764829,0
2404309,RN,562684,0
5101704,MT,-19647972,0
4210308,SC,3455092,0
3548609,SP,-3954833,1
3556453,SP,-32765968,1
4118907,PR,160720,0
3538501,SP,-4849681,1
5222302,GO,-726143,0
2406205,RN,3889375,0
4212403,SC,-1611832,0
5212303,GO,6965084,0
2401503,RN,1035762,0
3133808,MG,13024928,0
2916401,BA,38372377,0
4213302,SC,-1280583,0
3540309,SP,6541346,1
2706802,AL,28454059,0
5205497,GO,-31250703,0
1508001,PA,147555517,0
4126207,PR,2373429,0
4205308,SC,-3644956,0
2209708,PI,2301586,0
1100304,RO,94640114,0
3112307,MG,8296785,0
2709301,AL,122847734,0
3159407,MG,-30015,0
2311900,CE,19653214,0
2209401,PI,-288591,0
3503158,SP,-3142218,1
3130002,MG,33566,0
3501509,SP,-1615798,1
5221502,GO,887928,0
3549607,SP,-6701362,1
3504701,SP,7359629,1
2924405,BA,24542396,0
4125308,PR,-3122738,0
4215802,SC,-29840827,0
3554607,SP,-497276,1
3554201,SP,1102003,1
3556008,SP,1806157,1
5213053,GO,6491248,0
4215554,SC,-2948723,0
3200359,ES,7619088,0
2917706,BA,16021266,0
3301405,RJ,-2290646,0
1508159,PA,68337801,0
1502954,PA,-3104783,0
1503507,PA,31241578,0
2912608,BA,3298474,0
5200100,GO,3940315,0
3545506,SP,-1890078,1
4215307,SC,-2037558,0
3542008,SP,-762728,1
2307205,CE,-180689,0
3519907,SP,4051694,1
4210506,SC,-5072395,0
3508306,SP,836567,1
3168507,MG,53254,0
5218789,GO,-13050604,0
2920908,BA,34643548,0
2915403,BA,20222103,0
3548005,SP,-3231221,1
3525607,SP,-2157402,1
1715150,TO,-1080299,0
3122306,MG,79434015,0
1716703,TO,2428273,0
2313104,CE,22087430,0
2918100,BA,35402016,0
3535606,SP,-2350434,1
3540408,SP,7972272,1
1100056,RO,-5818407,0
1720937,TO,-3874970,0
2926004,BA,47624109,0
3140001,MG,1970524,0
3509809,SP,2469379,1
2407203,RN,-8213262,0
3532603,SP,4676782,1
3544251,SP,36266212,1
3522505,SP,9625236,1
5206503,GO,3594711,0
3533502,SP,-1913015,1
4200309,SC,-956777,0
3543709,SP,1916558,1
4207205,SC,2567136,0
5102603,MT,-10521993,0
4127601,PR,2996934,0
3164605,MG,-33290604,0
5206305,GO,-1098828,0
2919108,BA,4116134,0
3171204,MG,12010866,0
2919603,BA,-6490940,0
3203163,ES,-5064855,0
3123403,MG,217412,0
1101401,RO,1701138,0
5218904,GO,-491115,0
3522802,SP,-1402841,1
5210901,GO,21801516,0
3516903,SP,7348950,1
5220009,GO,4646283,0
2908309,BA,23692329,0
3168309,MG,6767559,0
3303609,RJ,21404676,0
3539905,SP,2574007,1
4103800,PR,1758993,0
5212600,GO,3044064,0
3552502,SP,-37261084,1
3504305,SP,3940219,1
2404101,RN,-4611398,0
5208509,GO,-237647,0
5107859,MT,-6967912,0
3541307,SP,7045497,1
5219605,GO,2440502,0
5210208,GO,-26344280,0
3510708,SP,796372,1
5218391,GO,1721394,0
5216809,GO,-8080355,0
5200175,GO,-9355663,0
3131000,MG,5841212,0
1600600,AP,-27345953,0
5209408,GO,-5587331,0
4216206,SC,-13839526,0
4100707,PR,-1225971,0
3104452,MG,-762388,0
1500909,PA,5044147,0
2708303,AL,20144624,0
2303931,CE,12522633,0
5205901,GO,-16106741,0
3509957,SP,329557,1
4203006,SC,10409088,0
3521150,SP,1844551,1
4111704,PR,-558219,0
1502608,PA,19228990,0
1301951,AM,8738061,0
4321600,RS,-68445102,0
2909802,BA,21976192,0
4122404,PR,12653175,0
2300408,CE,8650878,0
3504206,SP,31009,1
4317202,RS,16641646,0
2932200,BA,11800359,0
3536505,SP,348379444,1
3126505,MG,791228,0
3300407,RJ,35362772,0
3205150,ES,-5404255,0
2210508,PI,2877917,0
2901502,BA,13758908,0
3534401,SP,973798000,1
2911907,BA,29224652,0
1507607,PA,42188578,0
2109304,MA,-535963,0
2706109,AL,-125567,0
5215504,GO,-14488478,0
2905107,BA,-107698,0
2204105,PI,4646652,0
5204805,GO,-17678496,0
3547304,SP,-289015435,1
1507300,PA,17019997,0
3539806,SP,-93222462,1
3542404,SP,5654450,1
5219753,GO,111942809,0
3300951,RJ,10649639,0
4201653,SC,-1755871,0
3532207,SP,-3561114,1
5212253,GO,3230326,0
4104659,PR,5841380,0
3162807,MG,3476524,0
2311231,CE,10117290,0
5204102,GO,-6867499,0
3547106,SP,-751663,1
5207907,GO,11370253,0
2929750,BA,6261210,0
3169802,MG,-1880364,0
2916708,BA,2471657,0
1504802,PA,20155283,0
3300225,RJ,34314889,0
5212808,GO,876551,0
3124906,MG,-696742,0
2205508,PI,1794194,0
3553104,SP,-1644309,1
5209200,GO,9378869,0
4103057,PR,1986269,0
3541604,SP,-10497133,1
1301902,AM,81305757,0
4202206,SC,-1834983,0
3300902,RJ,1154307,0
2206357,PI,-609034,0
2706307,AL,-26590364,0
5221908,GO,8302852,0
2402808,RN,7916871,0
3109303,MG,-5014510,0
2404606,RN,-211210,0
2404705,RN,4480512,0
3512605,SP,4411870,1
2925907,BA,13286151,0
3530607,SP,184159337,1
5101902,MT,-11071950,0
3515707,SP,176859521,1
1100403,RO,-14633344,0
1505403,PA,20816773,0
3104205,MG,-1942588,0
3550209,SP,-14613356,1
3537206,SP,-4149422,1
1501956,PA,13772030,0
2931103,BA,2677586,0
2923308,BA,5501951,0
2913457,BA,23697486,0
4126678,PR,-8331637,0
5215405,GO,-3552654,0
1508308,PA,38925649,0
5202502,GO,5148506,0
5214101,GO,-481469,0
3103504,MG,38596567,0
4204558,SC,5589017,0
2604304,PE,-559506,0
2910750,BA,13338648,0
2203271,PI,-206959,0
2413706,RN,4296652,0
2921104,BA,46855100,0
2308609,CE,22002275,0
4107306,PR,-1015184,0
5217401,GO,11333316,0
5215801,GO,8320630,0
5211602,GO,-249203,0
3305307,RJ,-2884283,0
2302800,CE,69634767,0
4204509,SC,-388462,0
1502806,PA,234232,0
4213203,SC,-18201003,0
3123700,MG,777566,0
4218954,SC,-1007076,0
3550605,SP,-11676925,1
1100254,RO,12493201,0
2304277,CE,11285825,0
5218003,GO,-17338809,0
3124609,MG,-761866,0
3518107,SP,-1184677,1
3300936,RJ,80811991,0
5219209,GO,-3839054,0
3547601,SP,8969463,1
4210704,SC,-1936586,0
1720804,TO,929159,0
2908200,BA,-4296267,0
5211503,GO,48666604,0
3125606,MG,-814271,0
4107751,PR,-2371142,0
3516606,SP,-2767692,1
3514809,SP,17917878,1
5206404,GO,11563541,0
4215505,SC,-1567053,0
2913002,BA,-12743571,0
4209300,SC,29768629,0
5212006,GO,2612130,0
5107198,MT,-419260,0
5203104,GO,-3946530,0
5215306,GO,1147876,0
3519501,SP,-9896863,1
5201306,GO,6370938,0
5200555,GO,-12488945,0
4115507,PR,2769459,0
2913507,BA,38921810,0
3153202,MG,364676,0
2928307,BA,12935123,0
2707701,AL,87293296,0
5219902,GO,3348749,0
3108552,MG,-5833540,0
3554805,SP,29993409,1
4218608,SC,-1935567,0
3154606,MG,208881640,0
4204707,SC,-4756219,0
2916203,BA,35778944,0
4106605,PR,6022955,0
4211058,SC,-3464540,0
3539103,SP,16699477,1
2915502,BA,68923914,0
2918456,BA,2730947,0
3506102,SP,53824993,1
2902609,BA,-4907951,0
4212502,SC,-6108835,0
2403707,RN,3971792,0
4128633,PR,8137930,0
3518008,SP,2534872,1
4203600,SC,-16545566,0
2704104,AL,-8059963,0
5221403,GO,-19299727,0
3144706,MG,-4878908,0
5210000,GO,11861240,0
5213855,GO,-4469249,0
4201703,SC,-2794202,0
2106904,MA,9511136,0
3151107,MG,5579440,0
5202353,GO,1125743,0
5215652,GO,-3672911,0
4118501,PR,-1810970,0
3528403,SP,20044137,1
3505906,SP,51133939,1
3548302,SP,-2877818,1
4119301,PR,-1258281,0
3300308,RJ,29485808,0
3514502,SP,2296402,1
4107736,PR,-1564245,0
3534757,SP,2747930,1
4127858,PR,6237128,0
3543907,SP,163464686,1
3162500,MG,-58210787,0
5200258,GO,42874694,0
4319364,RS,-1732776,0
3170503,MG,3773980,0
4210209,SC,-3349600,0
3137205,MG,-27167242,0
2900504,BA,10720000,0
3166501,MG,1693563,0
3523107,SP,247099894,1
1100080,RO,-6624127,0
5221452,GO,1640135,0
2207959,PI,4173857,0
4212908,SC,-12737900,0
2206670,PI,-186834,0
3555208,SP,5893690,1
4308409,RS,-3175589,0
2700300,AL,-69313786,0
3504602,SP,1320408,1
3508207,SP,-1803399,1
1501782,PA,21761855,0
3528106,SP,6748222,1
3509908,SP,9366417,1
2933257,BA,-389951,0
3530706,SP,173809248,1
3513009,SP,-21822269,1
2402006,RN,15325887,0
5221197,GO,503189,0
5208608,GO,-51140656,0
3544707,SP,-508158,1
1503804,PA,-11056778,0
4311254,RS,-29799,0
4110706,PR,-3077285,0
5208103,GO,5444469,0
5103403,MT,618459044,0
5103254,MT,-4765247,0
3528304,SP,-1364858,1
2932309,BA,79845533,0
2410900,RN,9156063,0
3143302,MG,12601804,0
3551405,SP,-1529964,1
3133758,MG,2153210,0
2932507,BA,59325003,0
5106851,MT,-2666473,0
4122909,PR,-75665,0
2922508,BA,12608755,0
3305604,RJ,-5792154,0
3147907,MG,33583237,0
5208004,GO,107261441,0
2905503,BA,5865650,0
5219001,GO,-6815996,0
3531100,SP,-32050695,1
3151206,MG,17843280,0
5206909,GO,241619,0
1500859,PA,153213,0
3152105,MG,-37407612,0
5222054,GO,-8783181,0
1200609,AC,19930664,0
5201454,GO,-13664942,0
3545803,SP,45933606,1
2211506,PI,460803,0
2210052,PI,-1470261,0
3515129,SP,254378,1
2901957,BA,27165859,0
4203402,SC,-2318182,0
2205409,PI,5178100,0
1707108,TO,4647280,0
3524006,SP,103385859,1
3120839,MG,1673855,0
3302403,RJ,-384538850,0
1200450,AC,23823670,0
3554904,SP,-729714,1
2704500,AL,3213414,0
4207007,SC,73834621,0
5101001,MT,298849,0
4120333,PR,-3093821,0
3519600,SP,-14339502,1
1500404,PA,2230846,0
1301209,AM,-16747436,0
5212501,GO,-6291932,0
3529005,SP,282374835,1
2202083,PI,410488,0
5220504,GO,-25743,0
2404804,RN,-274906,0
1400209,RR,10477292,0
5218805,GO,-103633073,0
4212809,SC,-13801764,0
2202000,PI,15958330,0
3303807,RJ,-57470942,0
2202251,PI,-632168,0
3119609,MG,163952,0
3536000,SP,6330136,1
5207808,GO,5896829,0
4108502,PR,7005643,0
3145208,MG,43334413,0
1600279,AP,28526987,0
3529708,SP,58716034,1
2103505,MA,19114320,0
3145901,MG,8038534,0
4213104,SC,-6219956,0
2202729,PI,2185950,0
5100250,MT,37858295,0
5204706,GO,8939375,0
2202851,PI,1945973,0
1718899,TO,-1192172,0
3556602,SP,-1526595,1
4218251,SC,4843346,0
3106002,MG,1614305,0
3105608,MG,52699391,0
2205276,PI,4861167,0
2203453,PI,-192784,0
1400704,RR,2852748,0
5205109,GO,-79931230,0
1100288,RO,12847346,0
5212204,GO,2220270,0
3167202,MG,315015986,0
5107404,MT,-1073710,0
3141801,MG,3281175,0
2201804,PI,160024,0
3135100,MG,41621912,0
3510906,SP,1866464,1
5204250,GO,48553999,0
3553708,SP,44397208,1
5210109,GO,26208076,0
2205201,PI,8445974,0
5214838,GO,6630937,0
2910727,BA,375160423,0
1600105,AP,5221636,0
2206605,PI,3779610,0
4202800,SC,-2526599,0
2203503,PI,-562667,0
2209757,PI,1558063,0
2201945,PI,1747447,0
2208007,PI,63046945,0
2201988,PI,-2233837,0
4202057,SC,-3643291,0
2205516,PI,7903860,0
2211100,PI,12733884,0
2204501,PI,2164840,0
2201739,PI,3392407,0
4202305,SC,8237265,0
5202809,GO,1143078,0
3546306,SP,3676460,1
2102556,MA,-3648465,0
5108006,MT,-8557698,0
5204508,GO,66332532,0
5204300,GO,5781101,0
5204854,GO,-768891,0
5209291,GO,-1875574,0
2205300,PI,156358,0
4126801,PR,2914762,0
2914000,BA,33461198,0
5004007,MS,4561365,0
3534906,SP,2701546,1
2207702,PI,11289190,0
5200134,GO,-37833278,0
1100320,RO,-11077220,0
2409332,RN,-6838909,0
4218350,SC,-782336,0
3545407,SP,950528,1
2201176,PI,450081,0
5219258,GO,2219937,0
2205573,PI,368304,0
2201507,PI,22868492,0
2202711,PI,920834,0
1706506,TO,-1920513,0
2201960,PI,6459625,0
2203701,PI,32442400,0
4123105,PR,-1197039,0
3534500,SP,-482423,1
1703305,TO,112836,0
1720655,TO,-109987,0
5214408,GO,-369213,0
1101450,RO,-2384146,0
3168606,MG,77789003,0
2201606,PI,5545163,0
4117214,PR,-3403943,0
3502705,SP,21662898,1
2208502,PI,13663811,0
1701002,TO,3581387,0
1600303,AP,73324913,0
1712702,TO,-1465777,0
3205101,ES,2215351,0
2203800,PI,909475,0
3154705,MG,901492,0
2207900,PI,7306406,0
3156700,MG,-102938415,0
1703842,TO,-1490354,0
4200200,SC,-4651273,0
1303106,AM,-6660736,0
1101104,RO,-6300623,0
2207009,PI,25585125,0
2204154,PI,1200,0
2902252,BA,32990884,0
3525300,SP,77022163,1
2208304,PI,-2217278,0
3538808,SP,4125607,1
2205532,PI,-2272864,0
3550704,SP,-35376198,1
2701605,AL,-535290,0
2703700,AL,-1050445,0
2704609,AL,9366300,0
3507001,SP,21512997,1
3131901,MG,37252900,0
5106455,MT,-9335538,0
2910909,BA,13803356,0
2201408,PI,2735235,0
4217402,SC,-3811800,0
4201000,SC,1100712,0
3509403,SP,3319877,1
2922706,BA,24215522,0
3304409,RJ,23706647,0
4107256,PR,-3892216,0
2208205,PI,1922079,0
3203908,ES,-11847510,0
2207504,PI,6070475,0
2208809,PI,3656225,0
3540259,SP,673184,1
2210391,PI,186023,0
2101202,MA,34759285,0
5206602,GO,116338,0
2702355,AL,7940879,0
3148004,MG,16158492,0
2202505,PI,1183368,0
4127809,PR,1495841,0
3306008,RJ,79003349,0
2113009,MA,48988212,0
2210102,PI,1733442,0
2303006,CE,50021416,0
2208403,PI,52422706,0
3201605,ES,-11985701,0
2102325,MA,29071250,0
2929354,BA,23126543,0
4205803,SC,-9427520,0
2206753,PI,7006996,0
3304524,RJ,-51922462,0
2201556,PI,57500,0
2407609,RN,5163017,0
4202404,SC,342480039,0
2205565,PI,34000,0
2904902,BA,32947518,0
3503208,SP,193582746,1
4205407,SC,826276617,0
3117306,MG,10129824,0
2210938,PI,-1012533,0
4109708,PR,3050290,0
5204201,GO,-1926302,0
4113759,PR,739868,0
1502764,PA,-3109262,0
2200954,PI,-106301,0
3510500,SP,-237448185,1
3530300,SP,-5282041,1
1712405,TO,-3048653,0
1710508,TO,8214023,0
4101150,PR,273281,0
3132404,MG,25841439,0
3146404,MG,5124527,0
3543105,SP,641687,1
2210706,PI,5186572,0
1504505,PA,2771734,0
2210607,PI,2879564,0
4215000,SC,13935664,0
2923357,BA,5064296,0
4202099,SC,-2874373,0
2914901,BA,47373694,0
2916609,BA,21734938,0
3515152,SP,1651615,1
2914307,BA,31113830,0
4217204,SC,-7146893,0
3536604,SP,3990901,1
2607802,PE,7637413,0
3302700,RJ,-917110398,0
3300258,RJ,41817730,0
3200607,ES,-69014916,0
1300508,AM,-23893031,0
3556503,SP,443123,1
2200459,PI,3070180,0
2918555,BA,34371575,0
5208152,GO,-2772817,0
2700607,AL,17431320,0
2208700,PI,4647,0
2204709,PI,1059670,0
2708600,AL,-1577988,0
2112308,MA,-4698342,0
2202455,PI,7488508,0
3304755,RJ,1501088,0
4213500,SC,-29080555,0
4209409,SC,-4490826,0
5106208,MT,-5368536,0
2109908,MA,36333028,0
3538709,SP,-7552344,1
4200507,SC,-2829117,0
3507308,SP,-2055989,1
2202703,PI,5546528,0
4103305,PR,4606616,0
2209377,PI,283646,0
5214606,GO,169802689,0
2202307,PI,2861506,0
3102506,MG,295019,0
5106778,MT,-3274048,0
2209971,PI,2526681,0
2207405,PI,411093,0
4218707,SC,18567722,0
2702504,AL,9956853,0
3300704,RJ,574816753,0
3511201,SP,2285784,1
2207603,PI,130433692,0
3502754,SP,673458,1
2210656,PI,17319738,0
3104809,MG,-1725996,0
4311981,RS,4256164,0
4200903,SC,-1108774,0
3162955,MG,6524013,0
1504752,PA,412199,0
5222203,GO,-1434908,0
4107652,PR,5246169,0
3525904,SP,173997753,1
2107407,MA,18008120,0
3524105,SP,37292046,1
3503307,SP,-212154833,1
2202406,PI,660,0
5101803,MT,21522386,0
5107602,MT,53346075,0
3304300,RJ,19644344,0
3143401,MG,-4181721,0
4124301,PR,-4398883,0
3158805,MG,-2038362,0
4203709,SC,-3452512,0
2702405,AL,33972067,0
3517307,SP,-1355902,1
5106315,MT,36097,0
4202081,SC,-1705602,0
2916302,BA,46074450,0
1303403,AM,8362582,0
1507003,PA,-4897134,0
4217550,SC,-4604408,0
2924207,BA,-1021726,0
1304302,AM,4622039,0
4204202,SC,41818604,0
3305158,RJ,-9681282,0
1713957,TO,-419726,0
3203205,ES,-86389897,0
3164209,MG,406621,0
2610103,PE,1023063,0
1501451,PA,25649244,0
5200902,GO,3018054,0
5107883,MT,-2031519,0
2703403,AL,-5697933,0
4125407,PR,-2307997,0
4211751,SC,10471655,0
1715101,TO,899172,0
4119400,PR,-12647175,0
3510104,SP,-1196039,1
2110039,MA,-2862806,0
2209872,PI,-6108947,0
4217758,SC,-2842898,0
3540101,SP,900092,1
3515103,SP,1694508,1
1703701,TO,662997,0
3509205,SP,148882856,1
4206207,SC,964905,0
3203700,ES,9725109,0
2912301,BA,39619430,0
3507506,SP,-37442277,1
3549508,SP,9677829,1
1400282,RR,-1746762,0
3553658,SP,-1813164,1
4120358,PR,-1553780,0
1101609,RO,8771526,0
1300631,AM,7142045,0
1719004,TO,-1079273,0
3539301,SP,34469019,1
1100023,RO,36442487,0
1503309,PA,70880455,0
2206654,PI,-514577,0
1505064,PA,107177,0
3127370,MG,-80367,0
5201603,GO,2038743,0
3300209,RJ,-45959930,0
3525409,SP,588573,1
1302900,AM,-18722655,0
3115300,MG,8111426,0
4120002,PR,20246090,0
4202107,SC,-705042,0
3124500,MG,-6665398,0
4117404,PR,-1371442,0
4209201,SC,-4734372,0
1100130,RO,5242855,0
3502002,SP,-2260848,1
2931301,BA,-22000618,0
2923902,BA,25934608,0
3134202,MG,-13390032,0
2209906,PI,590189,0
3306107,RJ,114496327,0
3542800,SP,368962,1
4110078,PR,-3511354,0
2202075,PI,-2480597,0
2205581,PI,24721,0
1400407,RR,5533961,0
4210100,SC,58314526,0
3127008,MG,6044870,0
4113734,PR,143509,0
4120200,PR,-653268,0
3118403,MG,300382,0
4119905,PR,351830695,0
2106607,MA,10655500,0
4100202,PR,579908,0
1100064,RO,-4844548,0
4216354,SC,-2586916,0
4126702,PR,-101298,0
1100205,RO,142691711,0
2201101,PI,-1406667,0
3201100,ES,-6185194,0
2112902,MA,238784,0
1300409,AM,11359638,0
2202539,PI,2157938,0
3105004,MG,5611571,0
2112506,MA,23043063,0
2206803,PI,4276707,0
2929602,BA,13690504,0
3552551,SP,-1208041,1
1304401,AM,6042670,0
3503356,SP,-2063744,1
4211892,SC,-1156576,0
1300029,AM,-4119240,0
3302858,RJ,-92874886,0
1301803,AM,1663433,0
4217253,SC,-4710816,0
1304237,AM,-2559541,0
4205209,SC,-3446368,0
2207355,PI,-343597,0
3541901,SP,17108476,1
1507706,PA,-1275259,0
1304260,AM,11849,0
4110656,PR,-454310,0
4213708,SC,-4883298,0
1400175,RR,17788305,0
4118709,PR,4339197,0
1504703,PA,-9561032,0
1506005,PA,-3446264,0
1302504,AM,-4497816,0
1101757,RO,1001442,0
4215679,SC,-4414735,0
1304203,AM,3162645,0
2925105,BA,83245934,0
2209203,PI,2579340,0
1300680,AM,7658639,0
2206696,PI,5148089,0
2703759,AL,-2597579,0
1101559,RO,-9173339,0
5201504,GO,3468268,0
1600808,AP,-3708557,0
3553906,SP,2533570,1
2105922,MA,-2669546,0
3538303,SP,897580,1
2109403,MA,-3747335,0
3303005,RJ,12397557,0
5220108,GO,7381368,0
3107109,MG,22504837,0
3202306,ES,9772832,0
5105309,MT,-5199888,0
3202801,ES,-15572425,0
1302801,AM,158596,0
2206209,PI,62803078,0
1302702,AM,-4054350,0
2706422,AL,5290960,0
4110003,PR,4990777,0
1400027,RR,-3510292,0
2700102,AL,7118908,0
4209458,SC,-1090764,0
1303304,AM,1136885,0
3135209,MG,121441179,0
3551207,SP,5055871,1
4207106,SC,1604514,0
3159100,MG,1855231,0
4301750,RS,-669862,0
3527603,SP,9324389,1
1303700,AM,9985997,0
5100508,MT,-468096,0
1100262,RO,-815100,0
4124707,PR,-3333554,0
5210562,GO,-5439685,0
3162708,MG,22574345,0
4113809,PR,-744513,0
2708105,AL,-3838065,0
1400472,RR,836052,0
4121901,PR,-2418092,0
2104305,MA,-665470,0
1600204,AP,4159916,0
2709004,AL,2809391,0
1508209,PA,17396035,0
3302007,RJ,44215418,0
1505494,PA,-2082575,0
1502152,PA,10705467,0
3170305,MG,1809418,0
5107800,MT,-2117819,0
1302306,AM,-306843,0
1101203,RO,-4767378,0
2705804,AL,4906276,0
3201803,ES,-3256089,0
5107263,MT,-855524,0
1100155,RO,-9119186,0
1100502,RO,5311073,0
1600154,AP,18988095,0
2909307,BA,51726397,0
1717206,TO,191147,0
3500303,SP,-8902964,1
3520608,SP,3501371,1
1600709,AP,-7265533,0
4204178,SC,-2245759,0
1501808,PA,3000,0
3551504,SP,-10978752,1
1600253,AP,-336229,0
3202405,ES,-50914337,0
3147006,MG,-14761181,0
5218300,GO,25168941,0
5107776,MT,-12162359,0
3544301,SP,-4168564,1
4112900,PR,-3629760,0
2202059,PI,230000,0
2707107,AL,2716571,0
3528700,SP,5509829,1
3505351,SP,1870181,1
1507953,PA,73729063,0
2205524,PI,122515,0
3171105,MG,1415402,0
5211404,GO,-1299635,0
3514205,SP,676898,1
3552007,SP,9296995,1
3302270,RJ,3067664,0
2100550,MA,-3177888,0
4204152,SC,-2121743,0
4108106,PR,-42313,0
3500808,SP,-1994367,1
2917334,BA,6145530,0
3203304,ES,-8855582,0
3552908,SP,-376908,1
2205805,PI,-2469375,0
